Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,53.5508300000,µg/m3,2023-01-01 10:00:00 +01:00,2023-01-01 11:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,71.8925000000,µg/m3,2023-01-01 11:00:00 +01:00,2023-01-01 12:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,76.3758300000,µg/m3,2023-01-01 12:00:00 +01:00,2023-01-01 13:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,61.2616700000,µg/m3,2023-01-01 13:00:00 +01:00,2023-01-01 14:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,58.1625000000,µg/m3,2023-01-01 14:00:00 +01:00,2023-01-01 15:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,57.2400000000,µg/m3,2023-01-01 15:00:00 +01:00,2023-01-01 16:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,55.8858300000,µg/m3,2023-01-01 16:00:00 +01:00,2023-01-01 17:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,69.2183300000,µg/m3,2023-01-01 17:00:00 +01:00,2023-01-01 18:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,78.1433300000,µg/m3,2023-01-01 18:00:00 +01:00,2023-01-01 19:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,80.5825000000,µg/m3,2023-01-01 19:00:00 +01:00,2023-01-01 20:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,90.4133300000,µg/m3,2023-01-01 20:00:00 +01:00,2023-01-01 21:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,93.5183300000,µg/m3,2023-01-01 21:00:00 +01:00,2023-01-01 22:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,91.8275000000,µg/m3,2023-01-01 22:00:00 +01:00,2023-01-01 23:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,99.6475000000,µg/m3,2023-01-01 23:00:00 +01:00,2023-01-02 00:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,96.4916700000,µg/m3,2023-01-02 00:00:00 +01:00,2023-01-02 01:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,83.4666700000,µg/m3,2023-01-02 01:00:00 +01:00,2023-01-02 02:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,75.9133300000,µg/m3,2023-01-02 02:00:00 +01:00,2023-01-02 03:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,70.8983300000,µg/m3,2023-01-02 03:00:00 +01:00,2023-01-02 04:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,63.2991500000,µg/m3,2023-01-02 04:00:00 +01:00,2023-01-02 05:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,58.4533300000,µg/m3,2023-01-02 05:00:00 +01:00,2023-01-02 06:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,51.6060300000,µg/m3,2023-01-02 06:00:00 +01:00,2023-01-02 07:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,55.7900000000,µg/m3,2023-01-02 07:00:00 +01:00,2023-01-02 08:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,66.0441700000,µg/m3,2023-01-02 08:00:00 +01:00,2023-01-02 09:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,83.3949200000,µg/m3,2023-01-02 09:00:00 +01:00,2023-01-02 10:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,80.2456900000,µg/m3,2023-01-02 10:00:00 +01:00,2023-01-02 11:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,86.4864400000,µg/m3,2023-01-02 11:00:00 +01:00,2023-01-02 12:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,71.8745800000,µg/m3,2023-01-02 12:00:00 +01:00,2023-01-02 13:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,67.9958300000,µg/m3,2023-01-02 13:00:00 +01:00,2023-01-02 14:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,72.2203400000,µg/m3,2023-01-02 14:00:00 +01:00,2023-01-02 15:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,72.7683300000,µg/m3,2023-01-02 15:00:00 +01:00,2023-01-02 16:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,77.7766700000,µg/m3,2023-01-02 16:00:00 +01:00,2023-01-02 17:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,105.2678000000,µg/m3,2023-01-02 17:00:00 +01:00,2023-01-02 18:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,106.9275900000,µg/m3,2023-01-02 18:00:00 +01:00,2023-01-02 19:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,114.4474600000,µg/m3,2023-01-02 19:00:00 +01:00,2023-01-02 20:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,112.9728800000,µg/m3,2023-01-02 20:00:00 +01:00,2023-01-02 21:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,99.4550800000,µg/m3,2023-01-02 21:00:00 +01:00,2023-01-02 22:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,108.7813600000,µg/m3,2023-01-02 22:00:00 +01:00,2023-01-02 23:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,114.6333300000,µg/m3,2023-01-02 23:00:00 +01:00,2023-01-03 00:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,112.0241700000,µg/m3,2023-01-03 00:00:00 +01:00,2023-01-03 01:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,106.4050000000,µg/m3,2023-01-03 01:00:00 +01:00,2023-01-03 02:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,108.4224100000,µg/m3,2023-01-03 02:00:00 +01:00,2023-01-03 03:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,99.8370700000,µg/m3,2023-01-03 03:00:00 +01:00,2023-01-03 04:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,94.7525400000,µg/m3,2023-01-03 04:00:00 +01:00,2023-01-03 05:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,91.5601700000,µg/m3,2023-01-03 05:00:00 +01:00,2023-01-03 06:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,87.5225000000,µg/m3,2023-01-03 06:00:00 +01:00,2023-01-03 07:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,87.9387900000,µg/m3,2023-01-03 07:00:00 +01:00,2023-01-03 08:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,80.8525000000,µg/m3,2023-01-03 08:00:00 +01:00,2023-01-03 09:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,64.9932200000,µg/m3,2023-01-03 09:00:00 +01:00,2023-01-03 10:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,51.4541700000,µg/m3,2023-01-03 10:00:00 +01:00,2023-01-03 11:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,32.2877200000,µg/m3,2023-01-03 11:00:00 +01:00,2023-01-03 12:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,23.5422400000,µg/m3,2023-01-03 12:00:00 +01:00,2023-01-03 13:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,22.1433300000,µg/m3,2023-01-03 13:00:00 +01:00,2023-01-03 14:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,22.7793100000,µg/m3,2023-01-03 14:00:00 +01:00,2023-01-03 15:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,21.5796600000,µg/m3,2023-01-03 15:00:00 +01:00,2023-01-03 16:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,27.7466100000,µg/m3,2023-01-03 16:00:00 +01:00,2023-01-03 17:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,29.0559300000,µg/m3,2023-01-03 17:00:00 +01:00,2023-01-03 18:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,32.5137900000,µg/m3,2023-01-03 18:00:00 +01:00,2023-01-03 19:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,32.9093200000,µg/m3,2023-01-03 19:00:00 +01:00,2023-01-03 20:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,27.1620700000,µg/m3,2023-01-03 20:00:00 +01:00,2023-01-03 21:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,21.0077600000,µg/m3,2023-01-03 21:00:00 +01:00,2023-01-03 22:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,21.1033300000,µg/m3,2023-01-03 22:00:00 +01:00,2023-01-03 23:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,23.1542400000,µg/m3,2023-01-03 23:00:00 +01:00,2023-01-04 00:00:00 +01:00,1,3
RS,RS.SEPA.AQ,NET-RS002A,STA-RS0036A,RS0036A,SPO-RS0036A_00005_100,SPP-RS_A_light-scat_GRIMM-EDM180,SPO_F-RS0036A_00005_100_100,PM10,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5,hour,24.5635600000,µg/m3,2023-01-04 00:00:00 +01:00,2023-01-04 01:00:00 +01:00,1,3
